484535,HRA/DEPT OF SOCIAL SERVICES,External,1,Senior Technical Analyst,IT PROJECT SPECIALIST,95710,0,75000,115000
471462,MAYORS OFFICE OF CONTRACT SVCS,External,1,"Supervising Reporting Analyst, Technology Strategy",RESEARCH PROJECTS COOR(MA)-MGR,0527A,M1,80000,100000
491498,BOARD OF CORRECTION,Internal,1,Deputy Executive Director of Oversight and Evaluation,DEPUTY EXECUTIVE DIRECTOR (BOA,6835,M4,140000,150000
468485,DEPT OF YOUTH & COMM DEV SRVS,External,2,Project Manager,COMMUNITY COORDINATOR,56058,0,54100,83981
296939,LAW DEPARTMENT,Internal,1,Service Desk Manager,SUPERVISING COMPUTER SERVICE T,13616,0,57223,85259
490861,DEPT OF PARKS & RECREATION,Internal,1,Project Development Coordinator for Operations,COMMUNITY COORDINATOR,56058,0,54100,83981
490861,DEPT OF PARKS & RECREATION,Internal,1,Project Development Coordinator for Operations,COMMUNITY COORDINATOR,56058,0,54100,83981
487037,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Analyst  Transportation,BUDGET ANALYST (OMB),6088,1,62480,79428
481899,TAXI & LIMOUSINE COMMISSION,External,1,Director of Office of Financial Stability,ADMINISTRATIVE STAFF ANALYST (,1002D,0,70000,100000
492768,DEPT OF PARKS & RECREATION,External,2,Telephone Services Associate,TELECOMMUNICATIONS ASSOCIATE (,20247,2,60550,69632
490342,FINANCIAL INFO SVCS AGENCY,Internal,1,DOE TEAM LEAD,COMPUTER SYSTEMS MANAGER,10050,M1,58700,115000
482176,DEPARTMENT OF CITY PLANNING,Internal,1,UD - URBAN DESIGNER,ASSISTANT URBAN DESIGNER,22092,0,57078,65640
